Number,Roman_Numeral,Yoruba
3199,MMMDXCIX,Egbeteedogun ati okan ati okandilogorun
3200,MMMCC,Egbeteedogun ati meji
3201,MMMCCI,Egbeteedogun ati meji ati okan
3202,MMMCCII,Egbeteedogun ati meji ati meji
3203,MMMCCIII,Egbeteedogun ati meji ati meta
3204,MMMCCIV,Egbeteedogun ati meji ati merin
3205,MMMCCV,Egbeteedogun ati meji ati aarun
3206,MMMCCVI,Egbeteedogun ati meji ati mefa
3207,MMMCCVII,Egbeteedogun ati meji ati meje
3208,MMMCCVIII,Egbeteedogun ati meji ati mejo
3209,MMMCCIX,Egbeteedogun ati meji ati mesan
3210,MMMCCX,Egbeteedogun ati meji ati eewa
3211,MMMCCXI,Egbeteedogun ati meji ati okanla
3212,MMMCCXII,Egbeteedogun ati meji ati ejila
3213,MMMCCXIII,Egbeteedogun ati meji ati etala
3214,MMMCCXIV,Egbeteedogun ati meji ati erinla
3215,MMMCCXV,Egbeteedogun ati meji ati edogun
3216,MMMCCXVI,Egbeteedogun ati meji ati erindinlogun
3217,MMMCCXVII,Egbeteedogun ati meji ati etadinlogun
3218,MMMCCXVIII,Egbeteedogun ati meji ati ejindinlogun
3219,MMMCCXIX,Egbeteedogun ati meji ati okandinlogun
3220,MMMCCXX,Egbeteedogun ati meji ati ogun
3221,MMMCCXXI,Egbeteedogun ati meji ati okanlelogun
3222,MMMCCXXII,Egbeteedogun ati meji ati ejilelogun
3223,MMMCCXXIII,Egbeteedogun ati meji ati etalelogun
3224,MMMCCXXIV,Egbeteedogun ati meji ati erinlelogun
3225,MMMCCXXV,Egbeteedogun ati meji ati edogbon
3226,MMMCCXXVI,Egbeteedogun ati meji ati erindinlogbon
3227,MMMCCXXVII,Egbeteedogun ati meji ati etadinlogbon
3228,MMMCCXXVIII,Egbeteedogun ati meji ati ejidinlogbon
3229,MMMCCXXIX,Egbeteedogun ati meji ati okandinlogbon
3230,MMMCCXXX,Egbeteedogun ati meji ati ogbon
3231,MMMCCXXXI,Egbeteedogun ati meji ati okanlelogbon
3232,MMMCCXXXII,Egbeteedogun ati meji ati ejilelogbon
3233,MMMCCXXXIII,Egbeteedogun ati meji ati etalelogbon
3234,MMMCCXXXIV,Egbeteedogun ati meji ati erinlelogbon
3235,MMMCCXXXV,Egbeteedogun ati meji ati arundinlogoji
3236,MMMCCXXXVI,Egbeteedogun ati meji ati erindinlogoji
3237,MMMCCXXXVII,Egbeteedogun ati meji ati etadinlogoji
3238,MMMCCXXXVIII,Egbeteedogun ati meji ati ejidinlogoji
3239,MMMCCXXXIX,Egbeteedogun ati meji ati okandinlogoji
3240,MMMCCXL,Egbeteedogun ati meji ati ogoji
3241,MMMCCXLI,Egbeteedogun ati meji ati okanlelogoji
3242,MMMCCXLII,Egbeteedogun ati meji ati ejilelogoji
3243,MMMCCXLIII,Egbeteedogun ati meji ati etalelogoji
3244,MMMCCXLIV,Egbeteedogun ati meji ati erinlelogoji
3245,MMMCCXLV,Egbeteedogun ati meji ati arundinladota
3246,MMMCCXLVI,Egbeteedogun ati meji ati erindinladota
3247,MMMCCXLVII,Egbeteedogun ati meji ati etadinladota
3248,MMMCCXLVIII,Egbeteedogun ati meji ati ejidinladota
3249,MMMCCXLIX,Egbeteedogun ati meji ati okandinladota
3250,MMMCCL,Egbeteedogun ati meji ati adota
3251,MMMCCLI,Egbeteedogun ati meji ati okanleladota
3252,MMMCCLII,Egbeteedogun ati meji ati ejileladota
3253,MMMCCLIII,Egbeteedogun ati meji ati etaleladota
3254,MMMCCLIV,Egbeteedogun ati meji ati erinleladota
3255,MMMCCLV,Egbeteedogun ati meji ati arundinlogota
3256,MMMCCLVI,Egbeteedogun ati meji ati erindinlogota
3257,MMMCCLVII,Egbeteedogun ati meji ati etadinlogota
3258,MMMCCLVIII,Egbeteedogun ati meji ati ejidinlogota
3259,MMMCCLIX,Egbeteedogun ati meji ati okandinlogota
3260,MMMCCLX,Egbeteedogun ati meji ati ogota
3261,MMMCCLXI,Egbeteedogun ati meji ati okanlelogota
3262,MMMCCLXII,Egbeteedogun ati meji ati ejilelogota
3263,MMMCCLXIII,Egbeteedogun ati meji ati etalelogota
3264,MMMCCLXIV,Egbeteedogun ati meji ati erinlelogota
3265,MMMCCLXV,Egbeteedogun ati meji ati arundiladorin
3266,MMMCCLXVI,Egbeteedogun ati meji ati erindiladorin
3267,MMMCCLXVII,Egbeteedogun ati meji ati etadiladorin
3268,MMMCCLXVIII,Egbeteedogun ati meji ati ejidiladorin
3269,MMMCCLXIX,Egbeteedogun ati meji ati okandiladorin
3270,MMMCCLXX,Egbeteedogun ati meji ati adorin
3271,MMMCCLXXI,Egbeteedogun ati meji ati okanlelad orin
3272,MMMCCLXXII,Egbeteedogun ati meji ati ejilelad orin
3273,MMMCCLXXIII,Egbeteedogun ati meji ati etaleladorin
3274,MMMCCLXXIV,Egbeteedogun ati meji ati erinlelad orin
3275,MMMCCLXXV,Egbeteedogun ati meji ati arundilogorin
3276,MMMCCLXXVI,Egbeteedogun ati meji ati erindilogorin
3277,MMMCCLXXVII,Egbeteedogun ati meji ati etadilogorin
3278,MMMCCLXXVIII,Egbeteedogun ati meji ati ejidilogorin
3279,MMMCCLXXIX,Egbeteedogun ati meji ati okandilogorin
3280,MMMCCLXXX,Egbeteedogun ati meji ati ogorin
3281,MMMCCLXXXI,Egbeteedogun ati meji ati okanlelogorin
3282,MMMCCLXXXII,Egbeteedogun ati meji ati ejilelogorin
3283,MMMCCLXXXIII,Egbeteedogun ati meji ati etalelogorin
3284,MMMCCLXXXIV,Egbeteedogun ati meji ati erinlelogorin
3285,MMMCCLXXXV,Egbeteedogun ati meji ati arundiladorun
3286,MMMCCLXXXVI,Egbeteedogun ati meji ati erindiladorun
3287,MMMCCLXXXVII,Egbeteedogun ati meji ati etadiladorun
3288,MMMCCLXXXVIII,Egbeteedogun ati meji ati ejidiladorun
3289,MMMCCLXXXIX,Egbeteedogun ati meji ati okandiladorun
3290,MMMCCXC,Egbeteedogun ati meji ati adorun
3291,MMMCCXCI,Egbeteedogun ati meji ati okanlelad orun
3292,MMMCCXCII,Egbeteedogun ati meji ati ejilelad orun
3293,MMMCCXCIII,Egbeteedogun ati meji ati etaleladorun
3294,MMMCCXCIV,Egbeteedogun ati meji ati erinlelad orun
3295,MMMCCXCV,Egbeteedogun ati meji ati arundilogorun
3296,MMMCCXCVI,Egbeteedogun ati meji ati erindilogorun
3297,MMMCCXCVII,Egbeteedogun ati meji ati etadilogorun
3298,MMMCCXCVIII,Egbeteedogun ati meji ati ejidilogorun
3299,MMMCCXCIX,Egbeteedogun ati meji ati okandilogorun
3300,MMMCCC,Egbeteedogun ati meta
3301,MMMCCCI,Egbeteedogun ati meta ati okan
3302,MMMCCCII,Egbeteedogun ati meta ati meji
3303,MMMCCCIII,Egbeteedogun ati meta ati meta
3304,MMMCCCIV,Egbeteedogun ati meta ati merin
3305,MMMCCCV,Egbeteedogun ati meta ati aarun
3306,MMMCCCVI,Egbeteedogun ati meta ati mefa
3307,MMMCCCVII,Egbeteedogun ati meta ati meje
3308,MMMCCCVIII,Egbeteedogun ati meta ati mejo
3309,MMMCCCIX,Egbeteedogun ati meta ati mesan
3310,MMMCCCX,Egbeteedogun ati meta ati eewa
3311,MMMCCCXI,Egbeteedogun ati meta ati okanla
3312,MMMCCCXII,Egbeteedogun ati meta ati ejila
3313,MMMCCCXIII,Egbeteedogun ati meta ati etala
3314,MMMCCCXIV,Egbeteedogun ati meta ati erinla
3315,MMMCCCXV,Egbeteedogun ati meta ati edogun
3316,MMMCCCXVI,Egbeteedogun ati meta ati erindinlogun
3317,MMMCCCXVII,Egbeteedogun ati meta ati etadinlogun
3318,MMMCCCXVIII,Egbeteedogun ati meta ati ejindinlogun
3319,MMMCCCXIX,Egbeteedogun ati meta ati okandinlogun
3320,MMMCCCXX,Egbeteedogun ati meta ati ogun
3321,MMMCCCXXI,Egbeteedogun ati meta ati okanlelogun
3322,MMMCCCXXII,Egbeteedogun ati meta ati ejilelogun
3323,MMMCCCXXIII,Egbeteedogun ati meta ati etalelogun
3324,MMMCCCXXIV,Egbeteedogun ati meta ati erinlelogun
3325,MMMCCCXXV,Egbeteedogun ati meta ati edogbon
3326,MMMCCCXXVI,Egbeteedogun ati meta ati erindinlogbon
3327,MMMCCCXXVII,Egbeteedogun ati meta ati etadinlogbon
3328,MMMCCCXXVIII,Egbeteedogun ati meta ati ejidinlogbon
3329,MMMCCCXXIX,Egbeteedogun ati meta ati okandinlogbon
3330,MMMCCCXXX,Egbeteedogun ati meta ati ogbon
3331,MMMCCCXXXI,Egbeteedogun ati meta ati okanlelogbon
3332,MMMCCCXXXII,Egbeteedogun ati meta ati ejilelogbon
3333,MMMCCCXXXIII,Egbeteedogun ati meta ati etalelogbon
3334,MMMCCCXXXIV,Egbeteedogun ati meta ati erinlelogbon
3335,MMMCCCXXXV,Egbeteedogun ati meta ati arundinlogoji
3336,MMMCCCXXXVI,Egbeteedogun ati meta ati erindinlogoji
3337,MMMCCCXXXVII,Egbeteedogun ati meta ati etadinlogoji
3338,MMMCCCXXXVIII,Egbeteedogun ati meta ati ejidinlogoji
3339,MMMCCCXXXIX,Egbeteedogun ati meta ati okandinlogoji
3340,MMMCCCXL,Egbeteedogun ati meta ati ogoji
3341,MMMCCCXLI,Egbeteedogun ati meta ati okanlelogoji
3342,MMMCCCXLII,Egbeteedogun ati meta ati ejilelogoji
3343,MMMCCCXLIII,Egbeteedogun ati meta ati etalelogoji
3344,MMMCCCXLIV,Egbeteedogun ati meta ati erinlelogoji
3345,MMMCCCXLV,Egbeteedogun ati meta ati arundinladota
3346,MMMCCCXLVI,Egbeteedogun ati meta ati erindinladota
3347,MMMCCCXLVII,Egbeteedogun ati meta ati etadinladota
3348,MMMCCCXLVIII,Egbeteedogun ati meta ati ejidinladota
3349,MMMCCCXLIX,Egbeteedogun ati meta ati okandinladota
3350,MMMCCCL,Egbeteedogun ati meta ati adota
3351,MMMCCCLI,Egbeteedogun ati meta ati okanleladota
3352,MMMCCCLII,Egbeteedogun ati meta ati ejileladota
3353,MMMCCCLIII,Egbeteedogun ati meta ati etaleladota
3354,MMMCCCLIV,Egbeteedogun ati meta ati erinleladota
3355,MMMCCCLV,Egbeteedogun ati meta ati arundinlogota
3356,MMMCCCLVI,Egbeteedogun ati meta ati erindinlogota
3357,MMMCCCLVII,Egbeteedogun ati meta ati etadinlogota
3358,MMMCCCLVIII,Egbeteedogun ati meta ati ejidinlogota
3359,MMMCCCLIX,Egbeteedogun ati meta ati okandinlogota
3360,MMMCCCLX,Egbeteedogun ati meta ati ogota
3361,MMMCCCLXI,Egbeteedogun ati meta ati okanlelogota
3362,MMMCCCLXII,Egbeteedogun ati meta ati ejilelogota
3363,MMMCCCLXIII,Egbeteedogun ati meta ati etalelogota
3364,MMMCCCLXIV,Egbeteedogun ati meta ati erinlelogota
3365,MMMCCCLXV,Egbeteedogun ati meta ati arundiladorin
3366,MMMCCCLXVI,Egbeteedogun ati meta ati erindiladorin
3367,MMMCCCLXVII,Egbeteedogun ati meta ati etadiladorin
3368,MMMCCCLXVIII,Egbeteedogun ati meta ati ejidiladorin
3369,MMMCCCLXIX,Egbeteedogun ati meta ati okandiladorin
3370,MMMCCCLXX,Egbeteedogun ati meta ati adorin
3371,MMMCCCLXXI,Egbeteedogun ati meta ati okanlelad orin
3372,MMMCCCLXXII,Egbeteedogun ati meta ati ejilelad orin
3373,MMMCCCLXXIII,Egbeteedogun ati meta ati etaleladorin
3374,MMMCCCLXXIV,Egbeteedogun ati meta ati erinlelad orin
3375,MMMCCCLXXV,Egbeteedogun ati meta ati arundilogorin
3376,MMMCCCLXXVI,Egbeteedogun ati meta ati erindilogorin
3377,MMMCCCLXXVII,Egbeteedogun ati meta ati etadilogorin
3378,MMMCCCLXXVIII,Egbeteedogun ati meta ati ejidilogorin
3379,MMMCCCLXXIX,Egbeteedogun ati meta ati okandilogorin
3380,MMMCCCLXXX,Egbeteedogun ati meta ati ogorin
3381,MMMCCCLXXXI,Egbeteedogun ati meta ati okanlelogorin
3382,MMMCCCLXXXII,Egbeteedogun ati meta ati ejilelogorin
3383,MMMCCCLXXXIII,Egbeteedogun ati meta ati etalelogorin
3384,MMMCCCLXXXIV,Egbeteedogun ati meta ati erinlelogorin
3385,MMMCCCLXXXV,Egbeteedogun ati meta ati arundiladorun
3386,MMMCCCLXXXVI,Egbeteedogun ati meta ati erindiladorun
3387,MMMCCCLXXXVII,Egbeteedogun ati meta ati etadiladorun
3388,MMMCCCLXXXVIII,Egbeteedogun ati meta ati ejidiladorun
3389,MMMCCCLXXXIX,Egbeteedogun ati meta ati okandiladorun
3390,MMMCCCXC,Egbeteedogun ati meta ati adorun
3391,MMMCCCXCI,Egbeteedogun ati meta ati okanlelad orun
3392,MMMCCCXCII,Egbeteedogun ati meta ati ejilelad orun
3393,MMMCCCXCIII,Egbeteedogun ati meta ati etaleladorun
3394,MMMCCCXCIV,Egbeteedogun ati meta ati erinlelad orun
3395,MMMCCCXCV,Egbeteedogun ati meta ati arundilogorun
3396,MMMCCCXCVI,Egbeteedogun ati meta ati erindilogorun
3397,MMMCCCXCVII,Egbeteedogun ati meta ati etadilogorun
3398,MMMCCCXCVIII,Egbeteedogun ati meta ati ejidilogorun
3399,MMMCCCXCIX,Egbeteedogun ati meta ati okandilogorun
3400,MMMCD,Egbeteedogun ati merin
3401,MMMCDI,Egbeteedogun ati merin ati okan
3402,MMMCDII,Egbeteedogun ati merin ati meji
3403,MMMCDIII,Egbeteedogun ati merin ati meta
3404,MMMCDIV,Egbeteedogun ati merin ati merin
3405,MMMCDV,Egbeteedogun ati merin ati aarun
3406,MMMCDVI,Egbeteedogun ati merin ati mefa
3407,MMMCDVII,Egbeteedogun ati merin ati meje
3408,MMMCDVIII,Egbeteedogun ati merin ati mejo
3409,MMMCDIX,Egbeteedogun ati merin ati mesan
3410,MMMCDX,Egbeteedogun ati merin ati eewa
3411,MMMCDXI,Egbeteedogun ati merin ati okanla
3412,MMMCDXII,Egbeteedogun ati merin ati ejila
3413,MMMCDXIII,Egbeteedogun ati merin ati etala
3414,MMMCDXIV,Egbeteedogun ati merin ati erinla
3415,MMMCDXV,Egbeteedogun ati merin ati edogun
3416,MMMCDXVI,Egbeteedogun ati merin ati erindinlogun
3417,MMMCDXVII,Egbeteedogun ati merin ati etadinlogun
3418,MMMCDXVIII,Egbeteedogun ati merin ati ejindinlogun
3419,MMMCDXIX,Egbeteedogun ati merin ati okandinlogun
3420,MMMCDXX,Egbeteedogun ati merin ati ogun
3421,MMMCDXXI,Egbeteedogun ati merin ati okanlelogun
3422,MMMCDXXII,Egbeteedogun ati merin ati ejilelogun
3423,MMMCDXXIII,Egbeteedogun ati merin ati etalelogun
3424,MMMCDXXIV,Egbeteedogun ati merin ati erinlelogun
3425,MMMCDXXV,Egbeteedogun ati merin ati edogbon
3426,MMMCDXXVI,Egbeteedogun ati merin ati erindinlogbon
3427,MMMCDXXVII,Egbeteedogun ati merin ati etadinlogbon
3428,MMMCDXXVIII,Egbeteedogun ati merin ati ejidinlogbon
3429,MMMCDXXIX,Egbeteedogun ati merin ati okandinlogbon
3430,MMMCDXXX,Egbeteedogun ati merin ati ogbon
3431,MMMCDXXXI,Egbeteedogun ati merin ati okanlelogbon
3432,MMMCDXXXII,Egbeteedogun ati merin ati ejilelogbon
3433,MMMCDXXXIII,Egbeteedogun ati merin ati etalelogbon
3434,MMMCDXXXIV,Egbeteedogun ati merin ati erinlelogbon
3435,MMMCDXXXV,Egbeteedogun ati merin ati arundinlogoji
3436,MMMCDXXXVI,Egbeteedogun ati merin ati erindinlogoji
3437,MMMCDXXXVII,Egbeteedogun ati merin ati etadinlogoji
3438,MMMCDXXXVIII,Egbeteedogun ati merin ati ejidinlogoji
3439,MMMCDXXXIX,Egbeteedogun ati merin ati okandinlogoji
3440,MMMCDXL,Egbeteedogun ati merin ati ogoji
3441,MMMCDXLI,Egbeteedogun ati merin ati okanlelogoji
3442,MMMCDXLII,Egbeteedogun ati merin ati ejilelogoji
3443,MMMCDXLIII,Egbeteedogun ati merin ati etalelogoji
3444,MMMCDXLIV,Egbeteedogun ati merin ati erinlelogoji
3445,MMMCDXLV,Egbeteedogun ati merin ati arundinladota
3446,MMMCDXLVI,Egbeteedogun ati merin ati erindinladota
3447,MMMCDXLVII,Egbeteedogun ati merin ati etadinladota
3448,MMMCDXLVIII,Egbeteedogun ati merin ati ejidinladota
3449,MMMCDXLIX,Egbeteedogun ati merin ati okandinladota
3450,MMMCDL,Egbeteedogun ati merin ati adota
3451,MMMCDLI,Egbeteedogun ati merin ati okanleladota
3452,MMMCDLII,Egbeteedogun ati merin ati ejileladota
3453,MMMCDLIII,Egbeteedogun ati merin ati etaleladota
3454,MMMCDLIV,Egbeteedogun ati merin ati erinleladota
3455,MMMCDLV,Egbeteedogun ati merin ati arundinlogota
3456,MMMCDLVI,Egbeteedogun ati merin ati erindinlogota
3457,MMMCDLVII,Egbeteedogun ati merin ati etadinlogota
3458,MMMCDLVIII,Egbeteedogun ati merin ati ejidinlogota
3459,MMMCDLIX,Egbeteedogun ati merin ati okandinlogota
3460,MMMCDLX,Egbeteedogun ati merin ati ogota
3461,MMMCDLXI,Egbeteedogun ati merin ati okanlelogota
3462,MMMCDLXII,Egbeteedogun ati merin ati ejilelogota
3463,MMMCDLXIII,Egbeteedogun ati merin ati etalelogota
3464,MMMCDLXIV,Egbeteedogun ati merin ati erinlelogota
3465,MMMCDLXV,Egbeteedogun ati merin ati arundiladorin
3466,MMMCDLXVI,Egbeteedogun ati merin ati erindiladorin
3467,MMMCDLXVII,Egbeteedogun ati merin ati etadiladorin
3468,MMMCDLXVIII,Egbeteedogun ati merin ati ejidiladorin
3469,MMMCDLXIX,Egbeteedogun ati merin ati okandiladorin
3470,MMMCDLXX,Egbeteedogun ati merin ati adorin
3471,MMMCDLXXI,Egbeteedogun ati merin ati okanlelad orin
3472,MMMCDLXXII,Egbeteedogun ati merin ati ejilelad orin
3473,MMMCDLXXIII,Egbeteedogun ati merin ati etaleladorin
3474,MMMCDLXXIV,Egbeteedogun ati merin ati erinlelad orin
3475,MMMCDLXXV,Egbeteedogun ati merin ati arundilogorin
3476,MMMCDLXXVI,Egbeteedogun ati merin ati erindilogorin
3477,MMMCDLXXVII,Egbeteedogun ati merin ati etadilogorin
3478,MMMCDLXXVIII,Egbeteedogun ati merin ati ejidilogorin
3479,MMMCDLXXIX,Egbeteedogun ati merin ati okandilogorin
3480,MMMCDLXXX,Egbeteedogun ati merin ati ogorin
3481,MMMCDLXXXI,Egbeteedogun ati merin ati okanlelogorin
3482,MMMCDLXXXII,Egbeteedogun ati merin ati ejilelogorin
3483,MMMCDLXXXIII,Egbeteedogun ati merin ati etalelogorin
3484,MMMCDLXXXIV,Egbeteedogun ati merin ati erinlelogorin
3485,MMMCDLXXXV,Egbeteedogun ati merin ati arundiladorun
3486,MMMCDLXXXVI,Egbeteedogun ati merin ati erindiladorun
3487,MMMCDLXXXVII,Egbeteedogun ati merin ati etadiladorun
3488,MMMCDLXXXVIII,Egbeteedogun ati merin ati ejidiladorun
3489,MMMCDLXXXIX,Egbeteedogun ati merin ati okandiladorun
3490,MMMCDXC,Egbeteedogun ati merin ati adorun
3491,MMMCDXCI,Egbeteedogun ati merin ati okanlelad orun
3492,MMMCDXCII,Egbeteedogun ati merin ati ejilelad orun
3493,MMMCDXCIII,Egbeteedogun ati merin ati etaleladorun
3494,MMMCDXCIV,Egbeteedogun ati merin ati erinlelad orun
3495,MMMCDXCV,Egbeteedogun ati merin ati arundilogorun
3496,MMMCDXCVI,Egbeteedogun ati merin ati erindilogorun
3497,MMMCDXCVII,Egbeteedogun ati merin ati etadilogorun
3498,MMMCDXCVIII,Egbeteedogun ati merin ati ejidilogorun
3499,MMMCDXCIX,Egbeteedogun ati merin ati okandilogorun
3500,MMMD,Egbejidilogun-din-ọgọrun
3501,MMDCI,Egbejidilogun-din-ọgọrun ati okan
3502,MMDCII,Egbejidilogun-din-ọgọrun ati meji
3503,MMDCIII,Egbejidilogun-din-ọgọrun ati meta
3504,MMDCIV,Egbejidilogun-din-ọgọrun ati merin
3505,MMDCV,Egbejidilogun-din-ọgọrun ati aarun
3506,MMDCVI,Egbejidilogun-din-ọgọrun ati mefa
3507,MMDCVII,Egbejidilogun-din-ọgọrun ati meje
3508,MMDCVIII,Egbejidilogun-din-ọgọrun ati mejo
3509,MMDCIX,Egbejidilogun-din-ọgọrun ati mesan
3510,MMDCX,Egbejidilogun-din-ọgọrun ati eewa
3511,MMDCXI,Egbejidilogun-din-ọgọrun ati okanla
3512,MMDCXII,Egbejidilogun-din-ọgọrun ati ejila
3513,MMDCXIII,Egbejidilogun-din-ọgọrun ati etala
3514,MMDCXIV,Egbejidilogun-din-ọgọrun ati erinla
3515,MMDCXV,Egbejidilogun-din-ọgọrun ati edogun
3516,MMDCXVI,Egbejidilogun-din-ọgọrun ati erindinlogun
3517,MMDCXVII,Egbejidilogun-din-ọgọrun ati etadinlogun
3518,MMDCXVIII,Egbejidilogun-din-ọgọrun ati ejindinlogun
3519,MMDCXIX,Egbejidilogun-din-ọgọrun ati okandinlogun
3520,MMDCXX,Egbejidilogun-din-ọgọrun ati ogun
3521,MMDCXXI,Egbejidilogun-din-ọgọrun ati okanlelogun
3522,MMDCXXII,Egbejidilogun-din-ọgọrun ati ejilelogun
3523,MMDCXXIII,Egbejidilogun-din-ọgọrun ati etalelogun
3524,MMDCXXIV,Egbejidilogun-din-ọgọrun ati erinlelogun
3525,MMDCXXV,Egbejidilogun-din-ọgọrun ati edogbon
3526,MMDCXXVI,Egbejidilogun-din-ọgọrun ati erindinlogbon
3527,MMDCXXVII,Egbejidilogun-din-ọgọrun ati etadinlogbon
3528,MMDCXXVIII,Egbejidilogun-din-ọgọrun ati ejidinlogbon
3529,MMDCXXIX,Egbejidilogun-din-ọgọrun ati okandinlogbon
3530,MMDCXXX,Egbejidilogun-din-ọgọrun ati ogbon
3531,MMDCXXXI,Egbejidilogun-din-ọgọrun ati okanlelogbon
3532,MMDCXXXII,Egbejidilogun-din-ọgọrun ati ejilelogbon
3533,MMDCXXXIII,Egbejidilogun-din-ọgọrun ati etalelogbon
3534,MMDCXXXIV,Egbejidilogun-din-ọgọrun ati erinlelogbon
3535,MMDCXXXV,Egbejidilogun-din-ọgọrun ati arundinlogoji
3536,MMDCXXXVI,Egbejidilogun-din-ọgọrun ati erindinlogoji
3537,MMDCXXXVII,Egbejidilogun-din-ọgọrun ati etadinlogoji
3538,MMDCXXXVIII,Egbejidilogun-din-ọgọrun ati ejidinlogoji
3539,MMDCXXXIX,Egbejidilogun-din-ọgọrun ati okandinlogoji
3540,MMDCXL,Egbejidilogun-din-ọgọrun ati ogoji
3541,MMDCXLI,Egbejidilogun-din-ọgọrun ati okanlelogoji
3542,MMDCXLII,Egbejidilogun-din-ọgọrun ati ejilelogoji
3543,MMDCXLIII,Egbejidilogun-din-ọgọrun ati etalelogoji
3544,MMDCXLIV,Egbejidilogun-din-ọgọrun ati erinlelogoji
3545,MMDCXLV,Egbejidilogun-din-ọgọrun ati arundinladota
3546,MMDCXLVI,Egbejidilogun-din-ọgọrun ati erindinladota
3547,MMDCXLVII,Egbejidilogun-din-ọgọrun ati etadinladota
3548,MMDCXLVIII,Egbejidilogun-din-ọgọrun ati ejidinladota
3549,MMDCXLIX,Egbejidilogun-din-ọgọrun ati okandinladota
3550,MMDCL,Egbejidilogun-din-ọgọrun ati adota
3551,MMDCLI,Egbejidilogun-din-ọgọrun ati okanleladota
3552,MMDCLII,Egbejidilogun-din-ọgọrun ati ejileladota
3553,MMDCLIII,Egbejidilogun-din-ọgọrun ati etaleladota
3554,MMDCLIV,Egbejidilogun-din-ọgọrun ati erinleladota
3555,MMDCLV,Egbejidilogun-din-ọgọrun ati arundinlogota
3556,MMDCLVI,Egbejidilogun-din-ọgọrun ati erindinlogota
3557,MMDCLVII,Egbejidilogun-din-ọgọrun ati etadinlogota
3558,MMDCLVIII,Egbejidilogun-din-ọgọrun ati ejidinlogota
3559,MMDCLIX,Egbejidilogun-din-ọgọrun ati okandinlogota
3560,MMDCLX,Egbejidilogun-din-ọgọrun ati ogota
3561,MMDCLXI,Egbejidilogun-din-ọgọrun ati okanlelogota
3562,MMDCLXII,Egbejidilogun-din-ọgọrun ati ejilelogota
3563,MMDCLXIII,Egbejidilogun-din-ọgọrun ati etalelogota
3564,MMDCLXIV,Egbejidilogun-din-ọgọrun ati erinlelogota
3565,MMDCLXV,Egbejidilogun-din-ọgọrun ati arundiladorin
3566,MMDCLXVI,Egbejidilogun-din-ọgọrun ati erindiladorin
3567,MMDCLXVII,Egbejidilogun-din-ọgọrun ati etadiladorin
3568,MMDCLXVIII,Egbejidilogun-din-ọgọrun ati ejidiladorin
3569,MMDCLXIX,Egbejidilogun-din-ọgọrun ati okandiladorin
3570,MMDCLXX,Egbejidilogun-din-ọgọrun ati adorin
3571,MMDCLXXI,Egbejidilogun-din-ọgọrun ati okanlelad orin
3572,MMDCLXXII,Egbejidilogun-din-ọgọrun ati ejilelad orin
3573,MMDCLXXIII,Egbejidilogun-din-ọgọrun ati etaleladorin
3574,MMDCLXXIV,Egbejidilogun-din-ọgọrun ati erinlelad orin
3575,MMDCLXXV,Egbejidilogun-din-ọgọrun ati arundilogorin
3576,MMDCLXXVI,Egbejidilogun-din-ọgọrun ati erindilogorin
3577,MMDCLXXVII,Egbejidilogun-din-ọgọrun ati etadilogorin
3578,MMDCLXXVIII,Egbejidilogun-din-ọgọrun ati ejidilogorin
3579,MMDCLXXIX,Egbejidilogun-din-ọgọrun ati okandilogorin
3580,MMDCLXXX,Egbejidilogun-din-ọgọrun ati ogorin
3581,MMDCLXXXI,Egbejidilogun-din-ọgọrun ati okanlelogorin
3582,MMDCLXXXII,Egbejidilogun-din-ọgọrun ati ejilelogorin
3583,MMDCLXXXIII,Egbejidilogun-din-ọgọrun ati etalelogorin
3584,MMDCLXXXIV,Egbejidilogun-din-ọgọrun ati erinlelogorin
3585,MMDCLXXXV,Egbejidilogun-din-ọgọrun ati arundiladorun
3586,MMDCLXXXVI,Egbejidilogun-din-ọgọrun ati erindiladorun
3587,MMDCLXXXVII,Egbejidilogun-din-ọgọrun ati etadiladorun
3588,MMDCLXXXVIII,Egbejidilogun-din-ọgọrun ati ejidiladorun
3589,MMDCLXXXIX,Egbejidilogun-din-ọgọrun ati okandiladorun
3590,MMDCXC,Egbejidilogun-din-ọgọrun ati adorun
3591,MMDCXCI,Egbejidilogun-din-ọgọrun ati okanlelad orun
3592,MMDCXCII,Egbejidilogun-din-ọgọrun ati ejilelad orun
3593,MMDCXCIII,Egbejidilogun-din-ọgọrun ati etaleladorun
3594,MMDCXCIV,Egbejidilogun-din-ọgọrun ati erinlelad orun
3595,MMDCXCV,Egbejidilogun-din-ọgọrun ati arundilogorun
3596,MMDCXCVI,Egbejidilogun-din-ọgọrun ati erindilogorun
3597,MMDCXCVII,Egbejidilogun-din-ọgọrun ati etadilogorun
3598,MMDCXCVIII,Egbejidilogun-din-ọgọrun ati ejidilogorun
3599,MMDCXCIX,Egbejidilogun-din-ọgọrun ati okandilogorun
3600,MMMDC,Ẹgbẹta
3601,MMMDCI,Ẹgbẹta ati Okan
3602,MMMDCII,Ẹgbẹta ati Meji
3603,MMMDCIII,Ẹgbẹta ati Mẹta
3604,MMMDCIV,Ẹgbẹta ati Mẹrin
3605,MMMDCV,Ẹgbẹta ati Marun
3606,MMMDCVI,Ẹgbẹta ati Mẹfa
3607,MMMDCVII,Ẹgbẹta ati Meje
3608,MMMDCVIII,Ẹgbẹta ati Mẹjọ
